timeStamp,cpu_scaled,memory_scaled
2026-02-05 10:52:34.345488,0.541,0.9159999999999999
2026-02-05 10:52:35.360188,0.639,0.92
2026-02-05 10:52:36.376708,0.642,0.893
2026-02-05 10:52:37.386270,0.48200000000000004,0.841
2026-02-05 10:52:38.393448,0.293,0.8290000000000001
2026-02-05 10:52:39.406213,0.535,0.838
2026-02-05 10:52:40.411679,0.38299999999999995,0.843
2026-02-05 10:52:41.414528,0.235,0.841
2026-02-05 10:52:42.430412,0.384,0.848
2026-02-05 10:52:43.436473,0.45799999999999996,0.852
2026-02-05 10:52:44.440644,0.32799999999999996,0.853
2026-02-05 10:52:45.455953,0.5379999999999999,0.8809999999999999
2026-02-05 10:52:46.465278,0.441,0.884
2026-02-05 10:52:47.481861,0.385,0.899
2026-02-05 10:52:48.485765,0.442,0.9109999999999999
2026-02-05 10:52:49.490157,0.5660000000000001,0.897
2026-02-05 10:52:50.495176,0.701,0.8859999999999999
2026-02-05 10:52:51.502153,0.5489999999999999,0.884
2026-02-05 10:52:52.506382,0.575,0.871
2026-02-05 10:52:53.520603,0.46399999999999997,0.872
2026-02-05 10:52:54.522392,0.27399999999999997,0.873
2026-02-05 10:52:55.524815,0.389,0.866
2026-02-05 10:52:56.529566,0.391,0.8640000000000001
2026-02-05 10:52:57.530298,0.41600000000000004,0.866
2026-02-05 10:52:58.545655,0.23600000000000002,0.866
2026-02-05 10:52:59.548596,0.327,0.8690000000000001
2026-02-05 10:53:00.552272,0.511,0.8740000000000001
2026-02-05 10:53:01.565815,0.146,0.875
2026-02-05 10:53:02.570779,0.185,0.875
2026-02-05 10:53:03.585309,0.203,0.8809999999999999
2026-02-05 10:53:04.589615,0.243,0.887
2026-02-05 10:53:05.597517,0.521,0.898
2026-02-05 10:53:06.599334,0.68,0.899
2026-02-05 10:53:07.606471,0.9620000000000001,0.914
2026-02-05 10:53:08.621010,0.892,0.907
2026-02-05 10:53:09.636104,0.591,0.917
2026-02-05 10:53:10.649254,0.823,0.9329999999999999
2026-02-05 10:53:11.684693,1.0,0.9309999999999999
2026-02-05 10:53:12.707116,1.0,0.9329999999999999
2026-02-05 10:53:13.715784,0.9,0.9279999999999999
2026-02-05 10:53:14.724484,0.652,0.929
2026-02-05 10:53:15.727486,0.6970000000000001,0.9209999999999999
2026-02-05 10:53:16.738489,0.789,0.92
2026-02-05 10:53:17.760489,0.8390000000000001,0.9309999999999999
2026-02-05 10:53:18.776489,0.721,0.925
2026-02-05 10:53:19.785487,0.8959999999999999,0.9279999999999999
2026-02-05 10:53:20.799487,0.855,0.9159999999999999
2026-02-05 10:53:21.814485,0.611,0.914
2026-02-05 10:53:22.827487,0.639,0.887
2026-02-05 10:53:23.833489,0.5770000000000001,0.856
2026-02-05 10:53:24.838493,0.47600000000000003,0.8640000000000001
2026-02-05 10:53:25.844489,0.589,0.866
2026-02-05 10:53:26.854488,0.467,0.872
2026-02-05 10:53:27.862063,0.5720000000000001,0.875
2026-02-05 10:53:28.875968,0.319,0.875
2026-02-05 10:53:29.877473,0.32,0.873
2026-02-05 10:53:30.881598,0.37799999999999995,0.88
2026-02-05 10:53:31.889704,0.28300000000000003,0.8809999999999999
2026-02-05 10:53:32.893060,0.313,0.8759999999999999
2026-02-05 10:53:33.896277,0.10400000000000001,0.8759999999999999
2026-02-05 10:53:34.907318,0.16399999999999998,0.879
2026-02-05 10:53:35.919872,0.133,0.86
2026-02-05 10:53:36.921227,0.161,0.861
2026-02-05 10:53:37.937393,0.261,0.853
2026-02-05 10:53:38.940315,0.19399999999999998,0.851
2026-02-05 10:53:39.942615,0.139,0.85
2026-02-05 10:53:40.946624,0.10300000000000001,0.8590000000000001
2026-02-05 10:53:41.956299,0.177,0.8640000000000001
2026-02-05 10:53:42.967468,0.195,0.87
2026-02-05 10:53:43.981734,0.142,0.875
2026-02-05 10:53:44.990587,0.179,0.882
2026-02-05 10:53:46.000701,0.258,0.872
2026-02-05 10:53:47.014175,0.239,0.875
2026-02-05 10:53:48.016873,0.142,0.878
2026-02-05 10:53:49.030256,0.175,0.879
2026-02-05 10:53:50.045572,0.15,0.877
2026-02-05 10:53:51.046844,0.191,0.8809999999999999
2026-02-05 10:53:52.049134,0.188,0.882
2026-02-05 10:53:53.062684,0.198,0.865
2026-02-05 10:53:54.073201,0.109,0.867
2026-02-05 10:53:55.074941,0.153,0.873
2026-02-05 10:53:56.078206,0.146,0.8740000000000001
2026-02-05 10:53:57.084620,0.106,0.879
2026-02-05 10:53:58.087824,0.247,0.893
2026-02-05 10:53:59.090259,0.12300000000000001,0.902
2026-02-05 10:54:00.101267,0.319,0.924
2026-02-05 10:54:01.106261,0.642,0.927
2026-02-05 10:54:02.117262,0.628,0.9470000000000001
2026-02-05 10:54:03.131262,0.47,0.943
2026-02-05 10:54:04.142264,0.5379999999999999,0.937
2026-02-05 10:54:05.155468,0.529,0.95
2026-02-05 10:54:06.165465,0.6829999999999999,0.934
2026-02-05 10:54:07.167967,0.6940000000000001,0.914
2026-02-05 10:54:08.179974,0.573,0.9009999999999999
2026-02-05 10:54:09.190821,0.466,0.892
2026-02-05 10:54:10.192359,0.37200000000000005,0.877
2026-02-05 10:54:11.202342,0.41600000000000004,0.8690000000000001
2026-02-05 10:54:12.204912,0.52,0.826
2026-02-05 10:54:13.221395,0.248,0.828
2026-02-05 10:54:14.236317,0.26899999999999996,0.831
2026-02-05 10:54:15.251722,0.273,0.8320000000000001
2026-02-05 10:54:16.265231,0.193,0.833
2026-02-05 10:54:17.280732,0.204,0.8370000000000001
2026-02-05 10:54:18.298022,0.24100000000000002,0.838
2026-02-05 10:54:19.301235,0.247,0.8390000000000001
2026-02-05 10:54:20.310633,0.205,0.8390000000000001
2026-02-05 10:54:21.313868,0.214,0.841
2026-02-05 10:54:22.330389,0.259,0.843
2026-02-05 10:54:23.338592,0.19699999999999998,0.847
2026-02-05 10:54:24.345830,0.244,0.847
2026-02-05 10:54:25.346996,0.263,0.861
2026-02-05 10:54:26.349296,0.132,0.858
2026-02-05 10:54:27.356130,0.18100000000000002,0.86
2026-02-05 10:54:28.361539,0.22699999999999998,0.861
2026-02-05 10:54:29.368462,0.213,0.8590000000000001
2026-02-05 10:54:30.375903,0.201,0.862
2026-02-05 10:54:31.381628,0.326,0.8640000000000001
2026-02-05 10:54:32.392122,0.289,0.866
2026-02-05 10:54:33.398053,0.23399999999999999,0.867
2026-02-05 10:54:34.411086,0.293,0.872
2026-02-05 10:54:35.412083,0.484,0.875
2026-02-05 10:54:36.415133,0.33899999999999997,0.868
2026-02-05 10:54:37.418063,0.154,0.862
2026-02-05 10:54:38.430745,0.25,0.865
2026-02-05 10:54:39.442214,0.502,0.872
2026-02-05 10:54:40.454211,0.7290000000000001,0.898
2026-02-05 10:54:41.456800,0.381,0.8809999999999999
2026-02-05 10:54:42.462265,0.40700000000000003,0.8270000000000001
2026-02-05 10:54:43.464723,0.275,0.825
2026-02-05 10:54:44.470545,0.32,0.825
2026-02-05 10:54:45.476424,0.34,0.828
2026-02-05 10:54:46.486801,0.285,0.831
2026-02-05 10:54:47.497502,0.366,0.831
2026-02-05 10:54:48.505318,0.29600000000000004,0.831
2026-02-05 10:54:49.517605,0.239,0.833
2026-02-05 10:54:50.533464,0.324,0.836
2026-02-05 10:54:51.535672,0.555,0.867
2026-02-05 10:54:52.549140,0.41600000000000004,0.848
2026-02-05 10:54:53.560710,0.385,0.843
2026-02-05 10:54:54.577916,0.465,0.851
2026-02-05 10:54:55.590916,0.405,0.8540000000000001
2026-02-05 10:54:56.600857,0.369,0.86
2026-02-05 10:54:57.615178,0.526,0.879
2026-02-05 10:54:58.625224,0.276,0.873
2026-02-05 10:54:59.626243,0.376,0.875
2026-02-05 10:55:00.638594,0.34700000000000003,0.884
2026-02-05 10:55:01.650041,0.311,0.883
2026-02-05 10:55:02.657319,0.389,0.835
2026-02-05 10:55:03.671273,0.325,0.838
2026-02-05 10:55:04.674275,0.35200000000000004,0.841
2026-02-05 10:55:05.687279,0.373,0.845
2026-02-05 10:55:06.696271,0.631,0.8690000000000001
2026-02-05 10:55:07.705917,0.5379999999999999,0.847
2026-02-05 10:55:08.718251,0.439,0.815
2026-02-05 10:55:09.733967,0.431,0.8190000000000001
2026-02-05 10:55:10.751341,0.621,0.821
2026-02-05 10:55:11.754339,0.602,0.828
2026-02-05 10:55:12.765858,0.53,0.83
2026-02-05 10:55:13.768522,0.604,0.823
2026-02-05 10:55:14.778876,0.354,0.825
2026-02-05 10:55:15.782629,0.521,0.8220000000000001
2026-02-05 10:55:16.799637,0.45899999999999996,0.82
2026-02-05 10:55:17.810708,0.38799999999999996,0.82
2026-02-05 10:55:18.827122,0.35700000000000004,0.825
2026-02-05 10:55:19.828934,0.442,0.828
2026-02-05 10:55:20.843557,0.612,0.8340000000000001
2026-02-05 10:55:21.857253,0.355,0.838
2026-02-05 10:55:22.869232,0.39299999999999996,0.8440000000000001
2026-02-05 10:55:23.877728,0.547,0.847
2026-02-05 10:55:24.893789,0.35100000000000003,0.847
2026-02-05 10:55:25.908466,0.245,0.847
2026-02-05 10:55:26.922455,0.313,0.846
2026-02-05 10:55:27.934675,0.284,0.843
2026-02-05 10:55:28.936165,0.243,0.843
2026-02-05 10:55:29.938885,0.264,0.841
2026-02-05 10:55:30.954466,0.405,0.8420000000000001
2026-02-05 10:55:31.960032,0.573,0.8490000000000001
2026-02-05 10:55:32.964987,0.315,0.851
2026-02-05 10:55:33.966387,0.226,0.85
2026-02-05 10:55:34.979197,0.17600000000000002,0.851
2026-02-05 10:55:35.996497,0.255,0.846
2026-02-05 10:55:37.010810,0.16899999999999998,0.845
2026-02-05 10:55:38.024187,0.153,0.8440000000000001
2026-02-05 10:55:39.040912,0.217,0.848
2026-02-05 10:55:40.056931,0.285,0.848
2026-02-05 10:55:41.058308,0.292,0.841
2026-02-05 10:55:42.073225,0.213,0.841
2026-02-05 10:55:43.078543,0.34600000000000003,0.8420000000000001
2026-02-05 10:55:44.080872,0.43799999999999994,0.843
2026-02-05 10:55:45.089071,0.187,0.8440000000000001
2026-02-05 10:55:46.104208,0.266,0.8440000000000001
2026-02-05 10:55:47.106975,0.231,0.8440000000000001
2026-02-05 10:55:48.112243,0.34600000000000003,0.8440000000000001
2026-02-05 10:55:49.125943,0.282,0.8440000000000001
2026-02-05 10:55:50.129126,0.185,0.845
2026-02-05 10:55:51.145392,0.226,0.85
2026-02-05 10:55:52.148423,0.19,0.848
2026-02-05 10:55:53.161824,0.151,0.848
2026-02-05 10:55:54.166508,0.21,0.848
2026-02-05 10:55:55.171270,0.255,0.848
2026-02-05 10:55:56.174052,0.235,0.8490000000000001
2026-02-05 10:55:57.177308,0.184,0.848
2026-02-05 10:55:58.192264,0.221,0.845
2026-02-05 10:55:59.209757,0.24600000000000002,0.848
2026-02-05 10:56:00.226078,0.266,0.846
2026-02-05 10:56:01.240344,0.165,0.847
2026-02-05 10:56:02.255621,0.16699999999999998,0.847
2026-02-05 10:56:03.270883,0.3,0.8490000000000001
2026-02-05 10:56:04.275197,0.396,0.855
2026-02-05 10:56:05.280978,0.23399999999999999,0.858
2026-02-05 10:56:06.294082,0.218,0.857
2026-02-05 10:56:07.298087,0.42200000000000004,0.868
2026-02-05 10:56:08.313562,0.447,0.865
2026-02-05 10:56:09.329431,0.40700000000000003,0.865
2026-02-05 10:56:10.332308,0.42,0.866
2026-02-05 10:56:11.349566,0.535,0.8740000000000001
2026-02-05 10:56:12.365810,0.43700000000000006,0.871
2026-02-05 10:56:13.371516,0.275,0.873
2026-02-05 10:56:14.376982,0.294,0.8740000000000001
2026-02-05 10:56:15.379271,0.331,0.878
2026-02-05 10:56:16.396485,0.302,0.878
2026-02-05 10:56:17.401978,0.48100000000000004,0.887
2026-02-05 10:56:18.404488,0.457,0.85
2026-02-05 10:56:19.406075,0.439,0.852
2026-02-05 10:56:20.423832,0.397,0.851
2026-02-05 10:56:21.427256,0.418,0.851
2026-02-05 10:56:22.442547,0.266,0.852
2026-02-05 10:56:23.454027,0.332,0.8540000000000001
2026-02-05 10:56:24.459859,0.278,0.8540000000000001
2026-02-05 10:56:25.463913,0.209,0.8540000000000001
2026-02-05 10:56:26.472618,0.318,0.855
2026-02-05 10:56:27.475498,0.489,0.856
2026-02-05 10:56:28.488562,0.326,0.855
2026-02-05 10:56:29.503228,0.332,0.861
2026-02-05 10:56:30.516457,0.41700000000000004,0.86
2026-02-05 10:56:31.518926,0.409,0.861
2026-02-05 10:56:32.534389,0.237,0.8590000000000001
2026-02-05 10:56:33.536105,0.312,0.861
2026-02-05 10:56:34.538877,0.22,0.86
2026-02-05 10:56:35.553868,0.353,0.8690000000000001
2026-02-05 10:56:36.569212,0.295,0.871
2026-02-05 10:56:37.574719,0.247,0.872
2026-02-05 10:56:38.589078,0.19899999999999998,0.873
2026-02-05 10:56:39.603872,0.387,0.8759999999999999
2026-02-05 10:56:40.609550,0.254,0.877
2026-02-05 10:56:41.613264,0.239,0.879
2026-02-05 10:56:42.628553,0.272,0.879
2026-02-05 10:56:43.628926,0.342,0.8809999999999999
2026-02-05 10:56:44.644433,0.263,0.8809999999999999
2026-02-05 10:56:45.647714,0.203,0.8809999999999999
2026-02-05 10:56:46.662756,0.237,0.883
2026-02-05 10:56:47.672924,0.424,0.8859999999999999
2026-02-05 10:56:48.675943,0.614,0.9
2026-02-05 10:56:49.679050,0.539,0.912
2026-02-05 10:56:50.684258,0.708,0.9179999999999999
2026-02-05 10:56:51.699768,0.621,0.9129999999999999
2026-02-05 10:56:52.710246,0.46399999999999997,0.912
2026-02-05 10:56:53.727453,0.294,0.912
2026-02-05 10:56:54.729551,0.44,0.905
2026-02-05 10:56:55.739152,0.444,0.907
2026-02-05 10:56:56.749736,0.513,0.912
2026-02-05 10:56:57.764562,0.46299999999999997,0.914
2026-02-05 10:56:58.768139,0.573,0.915
2026-02-05 10:56:59.771166,0.47200000000000003,0.9129999999999999
2026-02-05 10:57:00.772946,0.262,0.915
2026-02-05 10:57:01.788524,0.266,0.9179999999999999
2026-02-05 10:57:02.801870,0.302,0.9209999999999999
2026-02-05 10:57:03.814518,0.341,0.922
2026-02-05 10:57:04.827901,0.364,0.922
2026-02-05 10:57:05.840701,0.28800000000000003,0.92
2026-02-05 10:57:06.855595,0.273,0.919
2026-02-05 10:57:07.861152,0.304,0.9209999999999999
2026-02-05 10:57:08.874505,0.41200000000000003,0.922
2026-02-05 10:57:09.890162,0.336,0.9229999999999999
2026-02-05 10:57:10.903212,0.36700000000000005,0.9229999999999999
2026-02-05 10:57:11.915891,0.293,0.9209999999999999
2026-02-05 10:57:12.932118,0.5720000000000001,0.9309999999999999
2026-02-05 10:57:13.947510,0.578,0.93
2026-02-05 10:57:14.957866,0.5710000000000001,0.935
2026-02-05 10:57:15.961196,0.45,0.9440000000000001
2026-02-05 10:57:16.976821,0.47200000000000003,0.9440000000000001
2026-02-05 10:57:17.992822,0.442,0.945
2026-02-05 10:57:19.002873,0.35200000000000004,0.9420000000000001
2026-02-05 10:57:20.003345,0.385,0.9440000000000001
2026-02-05 10:57:21.017192,0.243,0.943
2026-02-05 10:57:22.025084,0.231,0.9420000000000001
2026-02-05 10:57:23.036119,0.293,0.946
2026-02-05 10:57:24.040705,0.321,0.945
2026-02-05 10:57:25.053955,0.34299999999999997,0.951
2026-02-05 10:57:26.070636,0.434,0.919
2026-02-05 10:57:27.083019,0.35,0.907
2026-02-05 10:57:28.095515,0.478,0.892
2026-02-05 10:57:29.112787,0.366,0.858
2026-02-05 10:57:30.117140,0.28800000000000003,0.86
2026-02-05 10:57:31.133475,0.325,0.861
2026-02-05 10:57:32.138912,0.244,0.863
2026-02-05 10:57:33.140814,0.225,0.861
2026-02-05 10:57:34.142696,0.304,0.861
2026-02-05 10:57:35.157267,0.361,0.861
2026-02-05 10:57:36.158668,0.33299999999999996,0.862
2026-02-05 10:57:37.173334,0.18,0.863
2026-02-05 10:57:38.188243,0.47,0.867
2026-02-05 10:57:39.189658,0.484,0.87
2026-02-05 10:57:40.204414,0.603,0.87
2026-02-05 10:57:41.205475,0.317,0.863
2026-02-05 10:57:42.220313,0.255,0.862
2026-02-05 10:57:43.235565,0.386,0.867
2026-02-05 10:57:44.239229,0.303,0.865
2026-02-05 10:57:45.255216,0.325,0.866
2026-02-05 10:57:46.266706,0.377,0.866
2026-02-05 10:57:47.280867,0.40399999999999997,0.8640000000000001
2026-02-05 10:57:48.282313,0.361,0.865
2026-02-05 10:57:49.297556,0.321,0.8640000000000001
2026-02-05 10:57:50.313376,0.385,0.8640000000000001
2026-02-05 10:57:51.319068,0.429,0.866
2026-02-05 10:57:52.333808,0.284,0.866
2026-02-05 10:57:53.335757,0.255,0.867
2026-02-05 10:57:54.338422,0.297,0.868
2026-02-05 10:57:55.353418,0.256,0.868
2026-02-05 10:57:56.370051,0.353,0.867
2026-02-05 10:57:57.372732,0.373,0.868
2026-02-05 10:57:58.373317,0.284,0.868
2026-02-05 10:57:59.375063,0.28300000000000003,0.8690000000000001
2026-02-05 10:58:00.376595,0.406,0.8690000000000001
2026-02-05 10:58:01.385752,0.28,0.87
2026-02-05 10:58:02.397066,0.207,0.87
2026-02-05 10:58:03.406951,0.315,0.875
2026-02-05 10:58:04.411717,0.293,0.871
2026-02-05 10:58:05.414316,0.322,0.8540000000000001
2026-02-05 10:58:06.418262,0.39399999999999996,0.855
2026-02-05 10:58:07.422412,0.433,0.857
2026-02-05 10:58:08.429387,0.396,0.857
2026-02-05 10:58:09.434586,0.315,0.857
2026-02-05 10:58:10.436504,0.368,0.858
2026-02-05 10:58:11.451948,0.442,0.86
2026-02-05 10:58:12.461319,0.537,0.861
2026-02-05 10:58:13.473455,0.217,0.861
2026-02-05 10:58:14.487656,0.188,0.862
2026-02-05 10:58:15.500341,0.401,0.865
2026-02-05 10:58:16.512486,0.239,0.8640000000000001
2026-02-05 10:58:17.516343,0.239,0.8640000000000001
