timeStamp,CPU_Usage,Memory_Usage
2026-02-05 10:51:56.975812,9.1,87.2
2026-02-05 10:51:57.983033,13.1,87.6
2026-02-05 10:51:58.993548,27.6,86.2
2026-02-05 10:52:00.001530,30.0,86.5
2026-02-05 10:52:01.003181,23.1,86.8
2026-02-05 10:52:02.017557,32.2,85.7
2026-02-05 10:52:03.033555,57.8,87.6
2026-02-05 10:52:04.047705,37.4,87.5
2026-02-05 10:52:05.052057,29.6,87.7
2026-02-05 10:52:06.061203,28.8,86.5
2026-02-05 10:52:07.077262,25.4,87.1
2026-02-05 10:52:08.087148,35.5,88.3
2026-02-05 10:52:09.102158,41.1,89.5
2026-02-05 10:52:10.115161,34.8,90.2
2026-02-05 10:52:11.128906,28.2,90.4
2026-02-05 10:52:12.132907,26.4,90.8
2026-02-05 10:52:13.135907,29.4,91.0
2026-02-05 10:52:14.149008,21.4,91.1
2026-02-05 10:52:15.157797,33.3,91.0
2026-02-05 10:52:16.160096,31.8,91.3
2026-02-05 10:52:17.174071,30.6,91.1
2026-02-05 10:52:18.188401,26.4,91.0
2026-02-05 10:52:19.191089,30.1,90.6
2026-02-05 10:52:20.192631,20.9,90.6
2026-02-05 10:52:21.209409,21.2,90.6
2026-02-05 10:52:22.219553,23.8,90.6
2026-02-05 10:52:23.235210,25.5,90.7
2026-02-05 10:52:24.248966,23.9,91.0
2026-02-05 10:52:25.250887,26.0,91.4
2026-02-05 10:52:26.266827,27.6,91.7
2026-02-05 10:52:27.275318,24.0,91.9
2026-02-05 10:52:28.287351,42.6,91.7
2026-02-05 10:52:29.304355,58.0,92.3
2026-02-05 10:52:30.315030,34.5,92.8
2026-02-05 10:52:31.328129,36.8,92.6
2026-02-05 10:52:32.336405,41.0,93.1
2026-02-05 10:52:33.344208,25.0,93.0
2026-02-05 10:52:34.345488,54.1,91.6
2026-02-05 10:52:35.360188,63.9,92.0
2026-02-05 10:52:36.376708,64.2,89.3
2026-02-05 10:52:37.386270,48.2,84.1
2026-02-05 10:52:38.393448,29.3,82.9
2026-02-05 10:52:39.406213,53.5,83.8
2026-02-05 10:52:40.411679,38.3,84.3
2026-02-05 10:52:41.414528,23.5,84.1
2026-02-05 10:52:42.430412,38.4,84.8
2026-02-05 10:52:43.436473,45.8,85.2
2026-02-05 10:52:44.440644,32.8,85.3
2026-02-05 10:52:45.455953,53.8,88.1
2026-02-05 10:52:46.465278,44.1,88.4
2026-02-05 10:52:47.481861,38.5,89.9
2026-02-05 10:52:48.485765,44.2,91.1
2026-02-05 10:52:49.490157,56.6,89.7
2026-02-05 10:52:50.495176,70.1,88.6
2026-02-05 10:52:51.502153,54.9,88.4
2026-02-05 10:52:52.506382,57.5,87.1
2026-02-05 10:52:53.520603,46.4,87.2
2026-02-05 10:52:54.522392,27.4,87.3
2026-02-05 10:52:55.524815,38.9,86.6
2026-02-05 10:52:56.529566,39.1,86.4
2026-02-05 10:52:57.530298,41.6,86.6
2026-02-05 10:52:58.545655,23.6,86.6
2026-02-05 10:52:59.548596,32.7,86.9
2026-02-05 10:53:00.552272,51.1,87.4
2026-02-05 10:53:01.565815,14.6,87.5
2026-02-05 10:53:02.570779,18.5,87.5
2026-02-05 10:53:03.585309,20.3,88.1
2026-02-05 10:53:04.589615,24.3,88.7
2026-02-05 10:53:05.597517,52.1,89.8
2026-02-05 10:53:06.599334,68.0,89.9
2026-02-05 10:53:07.606471,96.2,91.4
2026-02-05 10:53:08.621010,89.2,90.7
2026-02-05 10:53:09.636104,59.1,91.7
2026-02-05 10:53:10.649254,82.3,93.3
2026-02-05 10:53:11.684693,100.0,93.1
2026-02-05 10:53:12.707116,100.0,93.3
2026-02-05 10:53:13.715784,90.0,92.8
2026-02-05 10:53:14.724484,65.2,92.9
2026-02-05 10:53:15.727486,69.7,92.1
2026-02-05 10:53:16.738489,78.9,92.0
2026-02-05 10:53:17.760489,83.9,93.1
2026-02-05 10:53:18.776489,72.1,92.5
2026-02-05 10:53:19.785487,89.6,92.8
2026-02-05 10:53:20.799487,85.5,91.6
2026-02-05 10:53:21.814485,61.1,91.4
2026-02-05 10:53:22.827487,63.9,88.7
2026-02-05 10:53:23.833489,57.7,85.6
2026-02-05 10:53:24.838493,47.6,86.4
2026-02-05 10:53:25.844489,58.9,86.6
2026-02-05 10:53:26.854488,46.7,87.2
2026-02-05 10:53:27.862063,57.2,87.5
2026-02-05 10:53:28.875968,31.9,87.5
2026-02-05 10:53:29.877473,32.0,87.3
2026-02-05 10:53:30.881598,37.8,88.0
2026-02-05 10:53:31.889704,28.3,88.1
2026-02-05 10:53:32.893060,31.3,87.6
2026-02-05 10:53:33.896277,10.4,87.6
2026-02-05 10:53:34.907318,16.4,87.9
2026-02-05 10:53:35.919872,13.3,86.0
2026-02-05 10:53:36.921227,16.1,86.1
2026-02-05 10:53:37.937393,26.1,85.3
2026-02-05 10:53:38.940315,19.4,85.1
2026-02-05 10:53:39.942615,13.9,85.0
2026-02-05 10:53:40.946624,10.3,85.9
2026-02-05 10:53:41.956299,17.7,86.4
2026-02-05 10:53:42.967468,19.5,87.0
2026-02-05 10:53:43.981734,14.2,87.5
2026-02-05 10:53:44.990587,17.9,88.2
2026-02-05 10:53:46.000701,25.8,87.2
2026-02-05 10:53:47.014175,23.9,87.5
2026-02-05 10:53:48.016873,14.2,87.8
2026-02-05 10:53:49.030256,17.5,87.9
2026-02-05 10:53:50.045572,15.0,87.7
2026-02-05 10:53:51.046844,19.1,88.1
2026-02-05 10:53:52.049134,18.8,88.2
2026-02-05 10:53:53.062684,19.8,86.5
2026-02-05 10:53:54.073201,10.9,86.7
2026-02-05 10:53:55.074941,15.3,87.3
2026-02-05 10:53:56.078206,14.6,87.4
2026-02-05 10:53:57.084620,10.6,87.9
2026-02-05 10:53:58.087824,24.7,89.3
2026-02-05 10:53:59.090259,12.3,90.2
2026-02-05 10:54:00.101267,31.9,92.4
2026-02-05 10:54:01.106261,64.2,92.7
2026-02-05 10:54:02.117262,62.8,94.7
2026-02-05 10:54:03.131262,47.0,94.3
2026-02-05 10:54:04.142264,53.8,93.7
2026-02-05 10:54:05.155468,52.9,95.0
2026-02-05 10:54:06.165465,68.3,93.4
2026-02-05 10:54:07.167967,69.4,91.4
2026-02-05 10:54:08.179974,57.3,90.1
2026-02-05 10:54:09.190821,46.6,89.2
2026-02-05 10:54:10.192359,37.2,87.7
2026-02-05 10:54:11.202342,41.6,86.9
2026-02-05 10:54:12.204912,52.0,82.6
2026-02-05 10:54:13.221395,24.8,82.8
2026-02-05 10:54:14.236317,26.9,83.1
2026-02-05 10:54:15.251722,27.3,83.2
2026-02-05 10:54:16.265231,19.3,83.3
2026-02-05 10:54:17.280732,20.4,83.7
2026-02-05 10:54:18.298022,24.1,83.8
2026-02-05 10:54:19.301235,24.7,83.9
2026-02-05 10:54:20.310633,20.5,83.9
2026-02-05 10:54:21.313868,21.4,84.1
2026-02-05 10:54:22.330389,25.9,84.3
2026-02-05 10:54:23.338592,19.7,84.7
2026-02-05 10:54:24.345830,24.4,84.7
2026-02-05 10:54:25.346996,26.3,86.1
2026-02-05 10:54:26.349296,13.2,85.8
2026-02-05 10:54:27.356130,18.1,86.0
2026-02-05 10:54:28.361539,22.7,86.1
2026-02-05 10:54:29.368462,21.3,85.9
2026-02-05 10:54:30.375903,20.1,86.2
2026-02-05 10:54:31.381628,32.6,86.4
2026-02-05 10:54:32.392122,28.9,86.6
2026-02-05 10:54:33.398053,23.4,86.7
2026-02-05 10:54:34.411086,29.3,87.2
2026-02-05 10:54:35.412083,48.4,87.5
2026-02-05 10:54:36.415133,33.9,86.8
2026-02-05 10:54:37.418063,15.4,86.2
2026-02-05 10:54:38.430745,25.0,86.5
2026-02-05 10:54:39.442214,50.2,87.2
2026-02-05 10:54:40.454211,72.9,89.8
2026-02-05 10:54:41.456800,38.1,88.1
2026-02-05 10:54:42.462265,40.7,82.7
2026-02-05 10:54:43.464723,27.5,82.5
2026-02-05 10:54:44.470545,32.0,82.5
2026-02-05 10:54:45.476424,34.0,82.8
2026-02-05 10:54:46.486801,28.5,83.1
2026-02-05 10:54:47.497502,36.6,83.1
2026-02-05 10:54:48.505318,29.6,83.1
2026-02-05 10:54:49.517605,23.9,83.3
2026-02-05 10:54:50.533464,32.4,83.6
2026-02-05 10:54:51.535672,55.5,86.7
2026-02-05 10:54:52.549140,41.6,84.8
2026-02-05 10:54:53.560710,38.5,84.3
2026-02-05 10:54:54.577916,46.5,85.1
2026-02-05 10:54:55.590916,40.5,85.4
2026-02-05 10:54:56.600857,36.9,86.0
2026-02-05 10:54:57.615178,52.6,87.9
2026-02-05 10:54:58.625224,27.6,87.3
2026-02-05 10:54:59.626243,37.6,87.5
2026-02-05 10:55:00.638594,34.7,88.4
2026-02-05 10:55:01.650041,31.1,88.3
2026-02-05 10:55:02.657319,38.9,83.5
2026-02-05 10:55:03.671273,32.5,83.8
2026-02-05 10:55:04.674275,35.2,84.1
2026-02-05 10:55:05.687279,37.3,84.5
2026-02-05 10:55:06.696271,63.1,86.9
2026-02-05 10:55:07.705917,53.8,84.7
2026-02-05 10:55:08.718251,43.9,81.5
2026-02-05 10:55:09.733967,43.1,81.9
2026-02-05 10:55:10.751341,62.1,82.1
2026-02-05 10:55:11.754339,60.2,82.8
2026-02-05 10:55:12.765858,53.0,83.0
2026-02-05 10:55:13.768522,60.4,82.3
2026-02-05 10:55:14.778876,35.4,82.5
2026-02-05 10:55:15.782629,52.1,82.2
2026-02-05 10:55:16.799637,45.9,82.0
2026-02-05 10:55:17.810708,38.8,82.0
2026-02-05 10:55:18.827122,35.7,82.5
2026-02-05 10:55:19.828934,44.2,82.8
2026-02-05 10:55:20.843557,61.2,83.4
2026-02-05 10:55:21.857253,35.5,83.8
2026-02-05 10:55:22.869232,39.3,84.4
2026-02-05 10:55:23.877728,54.7,84.7
2026-02-05 10:55:24.893789,35.1,84.7
2026-02-05 10:55:25.908466,24.5,84.7
2026-02-05 10:55:26.922455,31.3,84.6
2026-02-05 10:55:27.934675,28.4,84.3
2026-02-05 10:55:28.936165,24.3,84.3
2026-02-05 10:55:29.938885,26.4,84.1
2026-02-05 10:55:30.954466,40.5,84.2
2026-02-05 10:55:31.960032,57.3,84.9
2026-02-05 10:55:32.964987,31.5,85.1
2026-02-05 10:55:33.966387,22.6,85.0
2026-02-05 10:55:34.979197,17.6,85.1
2026-02-05 10:55:35.996497,25.5,84.6
2026-02-05 10:55:37.010810,16.9,84.5
2026-02-05 10:55:38.024187,15.3,84.4
2026-02-05 10:55:39.040912,21.7,84.8
2026-02-05 10:55:40.056931,28.5,84.8
2026-02-05 10:55:41.058308,29.2,84.1
2026-02-05 10:55:42.073225,21.3,84.1
2026-02-05 10:55:43.078543,34.6,84.2
2026-02-05 10:55:44.080872,43.8,84.3
2026-02-05 10:55:45.089071,18.7,84.4
2026-02-05 10:55:46.104208,26.6,84.4
2026-02-05 10:55:47.106975,23.1,84.4
2026-02-05 10:55:48.112243,34.6,84.4
2026-02-05 10:55:49.125943,28.2,84.4
2026-02-05 10:55:50.129126,18.5,84.5
2026-02-05 10:55:51.145392,22.6,85.0
2026-02-05 10:55:52.148423,19.0,84.8
2026-02-05 10:55:53.161824,15.1,84.8
2026-02-05 10:55:54.166508,21.0,84.8
2026-02-05 10:55:55.171270,25.5,84.8
2026-02-05 10:55:56.174052,23.5,84.9
2026-02-05 10:55:57.177308,18.4,84.8
2026-02-05 10:55:58.192264,22.1,84.5
2026-02-05 10:55:59.209757,24.6,84.8
2026-02-05 10:56:00.226078,26.6,84.6
2026-02-05 10:56:01.240344,16.5,84.7
2026-02-05 10:56:02.255621,16.7,84.7
2026-02-05 10:56:03.270883,30.0,84.9
2026-02-05 10:56:04.275197,39.6,85.5
2026-02-05 10:56:05.280978,23.4,85.8
2026-02-05 10:56:06.294082,21.8,85.7
2026-02-05 10:56:07.298087,42.2,86.8
2026-02-05 10:56:08.313562,44.7,86.5
2026-02-05 10:56:09.329431,40.7,86.5
2026-02-05 10:56:10.332308,42.0,86.6
2026-02-05 10:56:11.349566,53.5,87.4
2026-02-05 10:56:12.365810,43.7,87.1
2026-02-05 10:56:13.371516,27.5,87.3
2026-02-05 10:56:14.376982,29.4,87.4
2026-02-05 10:56:15.379271,33.1,87.8
2026-02-05 10:56:16.396485,30.2,87.8
2026-02-05 10:56:17.401978,48.1,88.7
2026-02-05 10:56:18.404488,45.7,85.0
2026-02-05 10:56:19.406075,43.9,85.2
2026-02-05 10:56:20.423832,39.7,85.1
2026-02-05 10:56:21.427256,41.8,85.1
2026-02-05 10:56:22.442547,26.6,85.2
2026-02-05 10:56:23.454027,33.2,85.4
2026-02-05 10:56:24.459859,27.8,85.4
2026-02-05 10:56:25.463913,20.9,85.4
2026-02-05 10:56:26.472618,31.8,85.5
2026-02-05 10:56:27.475498,48.9,85.6
2026-02-05 10:56:28.488562,32.6,85.5
2026-02-05 10:56:29.503228,33.2,86.1
2026-02-05 10:56:30.516457,41.7,86.0
2026-02-05 10:56:31.518926,40.9,86.1
2026-02-05 10:56:32.534389,23.7,85.9
2026-02-05 10:56:33.536105,31.2,86.1
2026-02-05 10:56:34.538877,22.0,86.0
2026-02-05 10:56:35.553868,35.3,86.9
2026-02-05 10:56:36.569212,29.5,87.1
2026-02-05 10:56:37.574719,24.7,87.2
2026-02-05 10:56:38.589078,19.9,87.3
2026-02-05 10:56:39.603872,38.7,87.6
2026-02-05 10:56:40.609550,25.4,87.7
2026-02-05 10:56:41.613264,23.9,87.9
2026-02-05 10:56:42.628553,27.2,87.9
2026-02-05 10:56:43.628926,34.2,88.1
2026-02-05 10:56:44.644433,26.3,88.1
2026-02-05 10:56:45.647714,20.3,88.1
2026-02-05 10:56:46.662756,23.7,88.3
2026-02-05 10:56:47.672924,42.4,88.6
2026-02-05 10:56:48.675943,61.4,90.0
2026-02-05 10:56:49.679050,53.9,91.2
2026-02-05 10:56:50.684258,70.8,91.8
2026-02-05 10:56:51.699768,62.1,91.3
2026-02-05 10:56:52.710246,46.4,91.2
2026-02-05 10:56:53.727453,29.4,91.2
2026-02-05 10:56:54.729551,44.0,90.5
2026-02-05 10:56:55.739152,44.4,90.7
2026-02-05 10:56:56.749736,51.3,91.2
2026-02-05 10:56:57.764562,46.3,91.4
2026-02-05 10:56:58.768139,57.3,91.5
2026-02-05 10:56:59.771166,47.2,91.3
2026-02-05 10:57:00.772946,26.2,91.5
2026-02-05 10:57:01.788524,26.6,91.8
2026-02-05 10:57:02.801870,30.2,92.1
2026-02-05 10:57:03.814518,34.1,92.2
2026-02-05 10:57:04.827901,36.4,92.2
2026-02-05 10:57:05.840701,28.8,92.0
2026-02-05 10:57:06.855595,27.3,91.9
2026-02-05 10:57:07.861152,30.4,92.1
2026-02-05 10:57:08.874505,41.2,92.2
2026-02-05 10:57:09.890162,33.6,92.3
2026-02-05 10:57:10.903212,36.7,92.3
2026-02-05 10:57:11.915891,29.3,92.1
2026-02-05 10:57:12.932118,57.2,93.1
2026-02-05 10:57:13.947510,57.8,93.0
2026-02-05 10:57:14.957866,57.1,93.5
2026-02-05 10:57:15.961196,45.0,94.4
2026-02-05 10:57:16.976821,47.2,94.4
2026-02-05 10:57:17.992822,44.2,94.5
2026-02-05 10:57:19.002873,35.2,94.2
2026-02-05 10:57:20.003345,38.5,94.4
2026-02-05 10:57:21.017192,24.3,94.3
2026-02-05 10:57:22.025084,23.1,94.2
2026-02-05 10:57:23.036119,29.3,94.6
2026-02-05 10:57:24.040705,32.1,94.5
2026-02-05 10:57:25.053955,34.3,95.1
2026-02-05 10:57:26.070636,43.4,91.9
2026-02-05 10:57:27.083019,35.0,90.7
2026-02-05 10:57:28.095515,47.8,89.2
2026-02-05 10:57:29.112787,36.6,85.8
2026-02-05 10:57:30.117140,28.8,86.0
2026-02-05 10:57:31.133475,32.5,86.1
2026-02-05 10:57:32.138912,24.4,86.3
2026-02-05 10:57:33.140814,22.5,86.1
2026-02-05 10:57:34.142696,30.4,86.1
2026-02-05 10:57:35.157267,36.1,86.1
2026-02-05 10:57:36.158668,33.3,86.2
2026-02-05 10:57:37.173334,18.0,86.3
2026-02-05 10:57:38.188243,47.0,86.7
2026-02-05 10:57:39.189658,48.4,87.0
2026-02-05 10:57:40.204414,60.3,87.0
2026-02-05 10:57:41.205475,31.7,86.3
2026-02-05 10:57:42.220313,25.5,86.2
2026-02-05 10:57:43.235565,38.6,86.7
2026-02-05 10:57:44.239229,30.3,86.5
2026-02-05 10:57:45.255216,32.5,86.6
2026-02-05 10:57:46.266706,37.7,86.6
2026-02-05 10:57:47.280867,40.4,86.4
2026-02-05 10:57:48.282313,36.1,86.5
2026-02-05 10:57:49.297556,32.1,86.4
2026-02-05 10:57:50.313376,38.5,86.4
2026-02-05 10:57:51.319068,42.9,86.6
2026-02-05 10:57:52.333808,28.4,86.6
2026-02-05 10:57:53.335757,25.5,86.7
2026-02-05 10:57:54.338422,29.7,86.8
2026-02-05 10:57:55.353418,25.6,86.8
2026-02-05 10:57:56.370051,35.3,86.7
2026-02-05 10:57:57.372732,37.3,86.8
2026-02-05 10:57:58.373317,28.4,86.8
2026-02-05 10:57:59.375063,28.3,86.9
2026-02-05 10:58:00.376595,40.6,86.9
2026-02-05 10:58:01.385752,28.0,87.0
2026-02-05 10:58:02.397066,20.7,87.0
2026-02-05 10:58:03.406951,31.5,87.5
2026-02-05 10:58:04.411717,29.3,87.1
2026-02-05 10:58:05.414316,32.2,85.4
2026-02-05 10:58:06.418262,39.4,85.5
2026-02-05 10:58:07.422412,43.3,85.7
2026-02-05 10:58:08.429387,39.6,85.7
2026-02-05 10:58:09.434586,31.5,85.7
2026-02-05 10:58:10.436504,36.8,85.8
2026-02-05 10:58:11.451948,44.2,86.0
2026-02-05 10:58:12.461319,53.7,86.1
2026-02-05 10:58:13.473455,21.7,86.1
2026-02-05 10:58:14.487656,18.8,86.2
2026-02-05 10:58:15.500341,40.1,86.5
2026-02-05 10:58:16.512486,23.9,86.4
2026-02-05 10:58:17.516343,23.9,86.4
2026-02-05 10:58:18.520980,24.3,86.4
2026-02-05 10:58:19.523950,39.9,86.2
2026-02-05 10:58:20.532385,29.6,86.2
2026-02-05 10:58:21.537844,26.4,86.2
2026-02-05 10:58:22.540483,22.4,86.2
2026-02-05 10:58:23.544812,33.3,86.4
2026-02-05 10:58:24.550738,34.4,86.4
2026-02-05 10:58:25.563292,35.5,86.3
2026-02-05 10:58:26.568119,26.3,86.4
2026-02-05 10:58:27.570480,39.5,86.6
2026-02-05 10:58:28.625860,21.5,86.8
2026-02-05 10:58:29.640049,38.6,87.1
2026-02-05 10:58:30.640945,42.1,87.3
2026-02-05 10:58:31.645531,40.0,87.3
2026-02-05 10:58:32.648907,30.4,87.2
2026-02-05 10:58:33.665069,78.6,88.9
2026-02-05 10:58:34.686873,88.2,90.2
2026-02-05 10:58:35.693923,86.0,90.4
2026-02-05 10:58:36.695972,80.6,92.0
2026-02-05 10:58:37.709763,52.9,92.3
2026-02-05 10:58:38.723049,53.8,91.6
2026-02-05 10:58:39.738973,65.6,92.0
2026-02-05 10:58:40.751613,81.9,92.4
2026-02-05 10:58:41.762297,70.6,92.4
2026-02-05 10:58:42.768716,58.2,90.2
2026-02-05 10:58:43.773772,58.1,89.9
2026-02-05 10:58:44.787837,39.7,90.3
2026-02-05 10:58:45.802631,36.4,90.4
2026-02-05 10:58:46.807596,34.6,90.1
2026-02-05 10:58:47.809669,41.2,90.2
2026-02-05 10:58:48.812110,43.6,90.6
2026-02-05 10:58:49.823842,67.2,91.2
2026-02-05 10:58:50.830353,70.6,91.2
2026-02-05 10:58:51.846431,67.0,91.5
2026-02-05 10:58:52.859978,44.0,91.4
2026-02-05 10:58:53.873939,44.3,91.5
2026-02-05 10:58:54.876554,55.6,91.9
2026-02-05 10:58:55.876881,39.9,92.1
2026-02-05 10:58:56.883436,35.3,92.2
2026-02-05 10:58:57.885972,27.4,92.2
2026-02-05 10:58:58.891674,41.6,92.3
2026-02-05 10:58:59.896136,34.5,92.3
2026-02-05 10:59:00.913147,23.0,92.6
2026-02-05 10:59:01.928306,31.4,92.5
2026-02-05 10:59:02.940930,29.1,92.6
2026-02-05 10:59:03.955967,45.4,90.6
2026-02-05 10:59:04.960648,37.7,88.9
2026-02-05 10:59:05.961121,29.1,88.0
2026-02-05 10:59:06.962429,28.1,87.9
2026-02-05 10:59:07.964669,32.2,88.0
2026-02-05 10:59:08.973653,41.8,88.0
2026-02-05 10:59:09.977500,49.4,85.3
2026-02-05 10:59:10.990121,28.7,85.1
2026-02-05 10:59:12.005808,37.2,85.4
2026-02-05 10:59:13.006959,31.2,85.6
2026-02-05 10:59:14.021996,30.6,85.5
2026-02-05 10:59:15.033413,35.0,85.8
2026-02-05 10:59:16.047078,48.0,86.1
